Y6-SHAS,4.31
Y6-SPEC,359.43
Y6-TATA,355.34
Y6-TULL,359.19
Y6-ULAR,350.26
Y6-URJI,346.20
Y6-WOND,359.29
Y6-YIRG,4.15
YA-KV05,7.47
YA-KV06,13.71
YA-KV07,356.39
YA-KV08,349.63
YY-ABMD,7.63
YY-ASOS,359.76
YY-BAHI,4.67
YY-CASA,356.03
YY-CHGE,6.64
YY-CHRH,359.37
YY-DAQU,354.39
YY-DEBR,3.82
YY-DLMN,0.15
YY-GIDA,359.77
YY-GINR,6.87
YY-GOND,356.25
YY-GORE,0.53
YY-GUBA,1.39
YY-GUBL,2.20
YY-HARO,355.51
YY-HDBU,359.01
YY-JAWI,5.22
YY-KIRE,355.83
YY-MELA,0.81
YY-MEND,359.92
YY-MERT,359.40
YY-MGNA,6.61
YY-MUKA,357.88
YY-NEKE,0.59
YY-NGLE,5.88
YY-SERE,6.87
YY-SHAW,3.77
YY-SHER,5.09
YY-SILA,0.58
YY-TABO,359.50
YY-WADE,1.17
ZK-AD01,190.84
ZK-AD02,1.65
ZK-AD03,4.25
ZK-AD04,358.73
ZK-AD05,2.56
ZK-AD06,2.41
ZK-AD07,345.81
ZK-AD08,6.43
ZK-AD09,353.89
ZK-AD10,3.93
ZK-AD11,354.79
ZK-AD13,354.66
ZK-AD14,353.23
ZK-AD16,357.79
ZK-AD17,359.98
ZK-AD18,0.58
ZK-AD19,3.21

