net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,4hrWnd,distance_km
XB,PS49,36.903,-3.183,IU,TSUM,-19.202,17.584,1144,6582.001
II,SACV,14.97,-23.609,ZP,KISH,-12.022,29.612,1067,6582.461
XV,ANTS,-14.884,47.999,IU,KOWA,14.497,-4.014,5808,6583.329
XV,BERG,-15.58,47.628,IU,KOWA,14.497,-4.014,2783,6583.515
II,ASCN,-7.933,-14.36,ZK,AD16,11.82,41.753,4708,6584.038
II,SACV,14.97,-23.609,XW,AMDT,1.949,34.936,5016,6584.37
6A,WP17,-18.777,12.933,PM,PVAQ,37.404,-7.717,5170,6584.721
XB,PM09,35.027,-5.114,IU,LSZ,-15.278,28.188,6347,6585.752
XB,PS57,37.012,-2.986,IU,TSUM,-19.202,17.584,1144,6586.325
XJ,KEN1,-1.941,36.693,IU,MACI,28.25,-16.508,5335,6586.345
IU,MACI,28.25,-16.508,IU,KMBO,-1.127,37.252,33759,6586.847
II,SACV,14.97,-23.609,XG,ILIC,39.453,38.569,1188,6586.991
6A,WP25,-18.563,13.677,PM,PVAQ,37.404,-7.717,4147,6588.488
XV,DGOS,-12.282,49.361,IU,KOWA,14.497,-4.014,5423,6588.609
XB,PS01,36.08,-5.624,IU,TSUM,-19.202,17.584,5797,6589.009
II,ASCN,-7.933,-14.36,ZK,AD17,11.742,41.837,4708,6590.339
II,ASCN,-7.933,-14.36,ZK,AD18,11.908,41.791,4719,6590.8
GE,MAHO,39.896,4.266,IU,LSZ,-15.278,28.188,15169,6592.327
WM,MAHO,39.896,4.266,IU,LSZ,-15.278,28.188,12617,6592.327
ZP,MANS,-11.14,28.875,PM,PVAQ,37.404,-7.717,3993,6592.692
II,SACV,14.97,-23.609,YB,AT05,38.217,38.794,6776,6593.862
II,SACV,14.97,-23.609,XG,AGIN,38.939,38.713,3113,6593.902
II,ASCN,-7.933,-14.36,7C,ASE,11.004,42.104,3454,6595.329
XV,BARY,-17.184,46.857,IU,KOWA,14.497,-4.014,2794,6595.473
XB,PM07,35.228,-4.986,IU,LSZ,-15.278,28.188,12034,6596.127
IU,PAB,39.545,-4.35,YQ,CHUN,-8.543,33.434,1848,6596.446
XB,PS02,36.256,-5.371,IU,TSUM,-19.202,17.584,2156,6596.805
MN,RTC,33.988,-6.857,IU,LSZ,-15.278,28.188,43736,6597.445
II,ABKT,37.93,58.119,IU,KOWA,14.497,-4.014,4466,6598.029
II,SUR,-32.38,20.812,YR,BANO,17.689,54.438,869,6598.412
II,SUR,-32.38,20.812,YR,HADO,17.223,55.194,2882,6599.55
II,SACV,14.97,-23.609,ZP,SUMB,-7.953,31.62,1375,6599.889
II,SACV,14.97,-23.609,ZV,SUMA,-7.964,31.625,4752,6600.865
II,SACV,14.97,-23.609,YY,BAHI,11.56,37.384,7546,6600.942
XB,PS48,36.901,-3.727,IU,TSUM,-19.202,17.584,1122,6600.958
GE,CART,37.587,-1.001,IU,LSZ,-15.278,28.188,20009,6600.991
WM,CART,37.587,-1.001,IU,LSZ,-15.278,28.188,8866,6600.991
II,SACV,14.97,-23.609,XI,BAHI,11.574,37.393,3476,6601.62
II,SUR,-32.38,20.812,XI,HALM,22.845,44.317,3454,6603.2
AF,DODT,-6.186,35.748,PM,PVAQ,37.404,-7.717,24981,6603.308
II,RAYN,23.522,45.503,AF,GRM,-33.313,26.508,3014,6604.749
II,RAYN,23.522,45.503,AF,GRHM,-33.277,26.377,3102,6605.261
II,ASCN,-7.933,-14.36,7C,AIR,11.147,42.162,1639,6605.808
6A,WP12,-17.865,13.028,IU,PAB,39.545,-4.35,6501,6607.097
II,SACV,14.97,-23.609,IU,LSZ,-15.278,28.188,44858,6607.35
II,RAYN,23.522,45.503,G,MBO,14.392,-16.956,40612,6607.741
6A,WP09,-19.109,12.591,PM,PVAQ,37.404,-7.717,6578,6607.812
XJ,LN16,-2.621,36.465,IU,MACI,28.25,-16.508,6765,6608.558
II,ASCN,-7.933,-14.36,ZK,AD19,12.055,41.926,4037,6609.562
II,ASCN,-7.933,-14.36,ZF,LYDE,12.055,41.926,3619,6609.562
XB,PS47,36.87,-4.079,IU,TSUM,-19.202,17.584,2156,6610.444
XB,PS42,36.528,-5.043,IU,TSUM,-19.202,17.584,2156,6611.581
XB,PS03,36.393,-5.415,IU,TSUM,-19.202,17.584,5764,6612.232
II,SACV,14.97,-23.609,XI,KAKA,0.559,34.796,1903,6613.421
XB,PM05,35.213,-5.337,IU,LSZ,-15.278,28.188,12034,6614.539
6A,WP15,-17.004,13.244,IU,ANTO,39.868,32.793,2926,6614.746
XB,PS45,36.306,-5.716,IU,TSUM,-19.202,17.584,2156,6615.192
XB,PS46,36.824,-4.341,IU,TSUM,-19.202,17.584,2156,6615.314
II,ASCN,-7.933,-14.36,7C,GOR,11.288,42.223,2992,6616.552
XB,PS07,36.671,-4.799,IU,TSUM,-19.202,17.584,1155,6616.799
PM,PVAQ,37.404,-7.717,YQ,LOSI,-8.387,33.168,4587,6617.217
ZP,KASM,-10.217,31.14,IU,PAB,39.545,-4.35,2838,6617.693
XB,PS08,36.741,-4.643,IU,TSUM,-19.202,17.584,2156,6618.051
II,SACV,14.97,-23.609,XI,TALE,0.979,34.976,1848,6619.094
ZP,LOSS,-8.417,33.158,PM,PVAQ,37.404,-7.717,3905,6619.194
II,ASCN,-7.933,-14.36,7C,ATA2,11.454,42.203,1419,6619.596
XB,PM04,35.403,-5.152,IU,LSZ,-15.278,28.188,12045,6620.72
IU,PAB,39.545,-4.35,YQ,JILO,-8.726,33.566,7359,6621.341
II,RAYN,23.522,45.503,XA,SA08,-31.91,22.073,5346,6621.992
II,ASCN,-7.933,-14.36,7C,DAO,11.76,42.14,1914,6622.565
II,SACV,14.97,-23.609,XK,B03SL,-21.121,24.764,6160,6623.363
XA,SA80,-19.959,31.318,IU,ANTO,39.868,32.793,2211,6624.475
II,SACV,14.97,-23.609,YY,DAQU,13.145,37.898,1694,6624.827
XB,PS53,37.057,-3.964,IU,TSUM,-19.202,17.584,1177,6625.284
XB,PS05,36.646,-5.094,IU,TSUM,-19.202,17.584,4224,6625.377
6A,WP13,-18.16,12.558,IU,PAB,39.545,-4.35,8085,6625.414
II,SUR,-32.38,20.812,XW,HAS3,17.489,55.218,2090,6625.451
IU,PAB,39.545,-4.35,XD,PAND,-8.984,33.242,3157,6625.621
II,ASCN,-7.933,-14.36,ZF,BOBE,10.38,42.572,1276,6625.755
ZP,TUND,-9.296,32.771,IU,PAB,39.545,-4.35,4554,6626.413
IU,PAB,39.545,-4.35,XD,TUND,-9.296,32.771,2816,6626.413
XV,BATG,-18.879,46.187,IU,KOWA,14.497,-4.014,2651,6626.641
XB,PS44,36.317,-5.989,IU,TSUM,-19.202,17.584,4191,6626.995
AF,MBEY,-9.0,33.25,IU,PAB,39.545,-4.35,18271,6627.584
IU,PAB,39.545,-4.35,YQ,MBEY,-9.0,33.25,6952,6627.584
II,SACV,14.97,-23.609,XI,JIMA,7.684,36.831,3806,6628.832
XB,PS52,37.004,-4.226,IU,TSUM,-19.202,17.584,2156,6629.355
XB,PS04,36.605,-5.323,IU,TSUM,-19.202,17.584,5874,6629.964
6A,WP16,-17.334,13.838,IU,ANTO,39.868,32.793,2200,6631.042
XB,PS11,36.873,-4.68,IU,TSUM,-19.202,17.584,2134,6632.747
II,SACV,14.97,-23.609,XK,Z01TG,-12.296,29.995,5632,6633.147
XA,SA79,-20.021,30.517,IU,ANTO,39.868,32.793,2563,6633.784
XB,PS10,36.802,-4.904,IU,TSUM,-19.202,17.584,2057,6633.928
ZP,KMPZ,-13.457,25.834,PM,PVAQ,37.404,-7.717,3146,6634.038
GE,SELV,37.238,-3.728,IU,TSUM,-19.202,17.584,5225,6635.286
II,SACV,14.97,-23.609,XG,HRPT,38.704,39.245,2871,6637.625
IU,PAB,39.545,-4.35,XD,HALE,-5.302,38.617,2871,6637.779
XV,BAEL,-14.54,48.747,IU,KOWA,14.497,-4.014,2728,6637.918
II,SUR,-32.38,20.812,XW,DEMT,17.727,55.073,2431,6638.876
II,SUR,-32.38,20.812,YR,DMTO,17.73,55.074,2684,6639.211
XB,PM06,35.309,-5.639,IU,LSZ,-15.278,28.188,10439,6639.958
IU,PAB,39.545,-4.35,YQ,ILIN,-9.082,33.333,8657,6640.168
II,ASCN,-7.933,-14.36,7C,KKO,11.519,42.422,2156,6644.548
6A,WP23,-19.124,13.614,PM,PVAQ,37.404,-7.717,5412,6644.721
XB,PS59,37.324,-3.8,IU,TSUM,-19.202,17.584,1166,6646.585
XB,PS57,37.012,-2.986,IU,LSZ,-15.278,28.188,8470,6647.435
XB,PS58,37.264,-3.997,IU,TSUM,-19.202,17.584,1144,6647.491
XB,PS49,36.903,-3.183,IU,LSZ,-15.278,28.188,8470,6647.77
6A,WP20,-18.687,14.946,PM,PVAQ,37.404,-7.717,7777,6647.792
XB,PS09,36.824,-5.232,IU,TSUM,-19.202,17.584,2156,6648.492
ZP,KASM,-10.217,31.14,PM,PVAQ,37.404,-7.717,2827,6648.569
PM,PVAQ,37.404,-7.717,YQ,CHUN,-8.543,33.434,1848,6648.686
XB,PM02,35.61,-5.347,IU,LSZ,-15.278,28.188,9515,6649.71
ZP,KMPZ,-13.457,25.834,IU,PAB,39.545,-4.35,3212,6649.876
XB,PS06,36.731,-5.514,IU,TSUM,-19.202,17.584,2156,6649.911
6A,WP24,-19.33,13.157,PM,PVAQ,37.404,-7.717,5753,6650.28
GE,SFS,36.466,-6.206,IU,TSUM,-19.202,17.584,13816,6650.411
XB,PS51,36.973,-4.887,IU,TSUM,-19.202,17.584,1584,6650.525
IU,PAB,39.545,-4.35,YQ,IGOM,-9.0,33.657,6754,6652.147
6A,WP26,-18.229,13.274,IU,PAB,39.545,-4.35,3960,6652.915
XB,PS15,37.141,-4.503,IU,TSUM,-19.202,17.584,2156,6653.313
II,ASCN,-7.933,-14.36,7C,ODK2,11.597,42.486,2750,6653.667
XB,PS13,37.057,-4.75,IU,TSUM,-19.202,17.584,2156,6653.911
II,ASCN,-7.933,-14.36,7C,LDL2,11.584,42.499,3069,6654.625
6A,WP11,-18.078,13.885,IU,PAB,39.545,-4.35,5929,6654.654
II,ASCN,-7.933,-14.36,7C,MOY2,11.63,42.492,3432,6655.319
II,ASCN,-7.933,-14.36,7C,FIEA,11.589,42.507,2706,6655.618
II,ASCN,-7.933,-14.36,7C,FIK2,11.592,42.511,4158,6656.129
XV,BAND,-20.343,45.596,IU,KOWA,14.497,-4.014,2794,6656.459
II,ASCN,-7.933,-14.36,7C,BLS,11.591,42.518,1309,6656.831
AF,BLWY,-20.143,28.611,IU,ANTO,39.868,32.793,5005,6657.278
XA,SA72,-20.143,28.611,IU,ANTO,39.868,32.793,3025,6657.278
IU,PAB,39.545,-4.35,YQ,MZUN,-9.15,33.521,8261,6657.785
IU,PAB,39.545,-4.35,YQ,CHML,-8.826,34.028,8052,6658.669
ZP,CHIM,-8.826,34.028,IU,PAB,39.545,-4.35,3432,6658.669
6A,WP27,-17.434,13.274,IU,ANTO,39.868,32.793,1672,6659.219
IU,PAB,39.545,-4.35,YQ,ILOM,-9.283,33.342,8151,6659.321
XB,PS41,36.667,-5.944,IU,TSUM,-19.202,17.584,2156,6660.151
II,SACV,14.97,-23.609,ZF,YAYE,11.861,37.996,1705,6660.398
II,ASCN,-7.933,-14.36,7C,DLM,11.615,42.549,3003,6660.82
IU,PAB,39.545,-4.35,YQ,ITUM,-9.4,33.188,5038,6660.938
6A,WP14,-17.217,12.428,IU,ANTO,39.868,32.793,3289,6663.628
II,SACV,14.97,-23.609,XI,DMRK,10.308,37.729,3399,6664.449
II,SUR,-32.38,20.812,XI,AFIF,23.931,43.04,2761,6664.612
II,ASCN,-7.933,-14.36,7C,NRAE,11.642,42.578,3784,6664.693
ZP,IRIN,-7.762,35.686,IU,PAB,39.545,-4.35,4158,6664.742
XB,PM03,35.51,-5.771,IU,LSZ,-15.278,28.188,10439,6664.869
II,SACV,14.97,-23.609,XK,Z02PP,-12.696,30.136,5643,6666.108
GE,SFUC,36.637,-6.175,IU,TSUM,-19.202,17.584,15576,6666.217
IU,PAB,39.545,-4.35,YQ,MATA,-8.959,33.969,8591,6667.314
6A,WP19,-19.044,14.479,PM,PVAQ,37.404,-7.717,5544,6667.492
II,ABKT,37.93,58.119,IU,LSZ,-15.278,28.188,42152,6668.842
II,SACV,14.97,-23.609,ZV,LAEA,-8.577,32.042,3905,6669.383
XB,PS12,37.051,-5.187,IU,TSUM,-19.202,17.584,2156,6669.611
8A,HAO,-17.887,15.06,IU,PAB,39.545,-4.35,9053,6670.304
II,SACV,14.97,-23.609,ZP,LAEL,-8.566,32.059,4015,6670.638
ZP,TUND,-9.296,32.771,PM,PVAQ,37.404,-7.717,4532,6671.324
XB,PS21,37.345,-4.456,IU,TSUM,-19.202,17.584,2156,6672.242
XB,PS18,37.25,-4.738,IU,TSUM,-19.202,17.584,2156,6672.951
PM,PVAQ,37.404,-7.717,YQ,JILO,-8.726,33.566,7359,6673.59
XB,PM01,35.702,-5.654,IU,LSZ,-15.278,28.188,10461,6674.943
IU,PAB,39.545,-4.35,YQ,GAWA,-8.765,34.386,5038,6674.992
II,SACV,14.97,-23.609,XG,ERGN,38.259,39.729,3135,6675.831
XB,PS48,36.901,-3.727,IU,LSZ,-15.278,28.188,8448,6675.998
II,RAYN,23.522,45.503,AF,CVNA,-31.482,19.762,8712,6676.355
IU,PAB,39.545,-4.35,YQ,NKAL,-9.188,33.774,8437,6676.586
AF,MBEY,-9.0,33.25,PM,PVAQ,37.404,-7.717,17831,6676.712
PM,PVAQ,37.404,-7.717,YQ,MBEY,-9.0,33.25,6952,6676.712
XB,PS61,37.289,-3.069,IU,LSZ,-15.278,28.188,5775,6676.771
II,SACV,14.97,-23.609,XI,TERC,7.145,37.175,3289,6679.243
XB,PS56,37.11,-3.437,IU,LSZ,-15.278,28.188,5764,6679.617
XB,PS16,37.213,-5.049,IU,TSUM,-19.202,17.584,2156,6680.744
XV,ZOBE,-18.137,47.229,IU,KOWA,14.497,-4.014,2827,6681.337
ZP,CHAM,-10.95,31.069,IU,PAB,39.545,-4.35,1727,6682.968
XB,PS22,37.366,-4.704,IU,TSUM,-19.202,17.584,2156,6683.418
6A,WP10,-18.752,12.369,IU,PAB,39.545,-4.35,4477,6683.542
8A,OMUT,-18.409,16.636,PM,PVAQ,37.404,-7.717,10362,6684.67
GE,MAHO,39.896,4.266,IU,TSUM,-19.202,17.584,16643,6686.777
II,SACV,14.97,-23.609,XG,UZML,39.713,39.716,3080,6687.805
IU,PAB,39.545,-4.35,YQ,CRTR,-9.332,33.751,8195,6688.49
XV,LONA,-22.806,44.296,IU,KOWA,14.497,-4.014,5808,6688.89
II,ASCN,-7.933,-14.36,7C,ARTA,11.526,42.847,1298,6689.289
IU,PAB,39.545,-4.35,YQ,ISOK,-9.509,33.494,6028,6689.378
II,ASCN,-7.933,-14.36,G,ATD,11.53,42.847,71940,6689.411
PM,PVAQ,37.404,-7.717,YQ,ILIN,-9.082,33.333,8657,6689.449
II,SUR,-32.38,20.812,XW,WAYM,17.915,55.644,3674,6689.767
ZP,MAFI,-8.306,35.313,IU,PAB,39.545,-4.35,4224,6690.592
XB,PS47,36.87,-4.079,IU,LSZ,-15.278,28.188,10021,6691.807
XB,PS14,37.148,-5.518,IU,TSUM,-19.202,17.584,2156,6691.872
XB,PS19,37.372,-4.994,IU,TSUM,-19.202,17.584,2156,6694.718
8A,NEPA,-17.77,18.46,PM,PVAQ,37.404,-7.717,8327,6695.287
II,SACV,14.97,-23.609,XI,GUDE,8.966,37.765,2310,6698.603
II,SACV,14.97,-23.609,ZP,SERJ,-13.228,30.215,1045,6699.459
XB,PS60,37.327,-3.452,IU,LSZ,-15.278,28.188,5753,6699.94
6A,WP25,-18.563,13.677,IU,PAB,39.545,-4.35,4400,6700.114
ZP,ISOK,-10.171,32.646,IU,PAB,39.545,-4.35,4037,6700.579
6A,WP08,-19.875,12.977,PM,PVAQ,37.404,-7.717,7832,6701.146
XB,PS46,36.824,-4.341,IU,LSZ,-15.278,28.188,10021,6701.649
XB,PS17,37.293,-5.392,IU,TSUM,-19.202,17.584,2156,6701.655
6A,WP17,-18.777,12.933,IU,PAB,39.545,-4.35,5357,6701.715
XB,PS53,37.057,-3.964,IU,LSZ,-15.278,28.188,8492,6702.434
IU,PAB,39.545,-4.35,YQ,MAKE,-9.265,34.097,8679,6703.287
PM,PVAQ,37.404,-7.717,YQ,IGOM,-9.0,33.657,6754,6703.758
ZP,KISH,-12.022,29.612,IU,PAB,39.545,-4.35,4037,6704.54
XA,SA76,-20.636,29.846,IU,ANTO,39.868,32.793,3014,6704.652
II,RAYN,23.522,45.503,XA,SA07,-31.978,20.226,5093,6705.237
XB,PS01,36.08,-5.624,IU,LSZ,-15.278,28.188,13849,6706.168
GE,SELV,37.238,-3.728,IU,LSZ,-15.278,28.188,4928,6706.278
ZP,KAMZ,-14.795,24.804,PM,PVAQ,37.404,-7.717,1837,6706.335
AF,KTWE,-12.814,28.209,IU,PAB,39.545,-4.35,14289,6706.52
XG,MRDN,37.29,40.7,IU,TSUM,-19.202,17.584,4906,6706.648
XB,PS02,36.256,-5.371,IU,LSZ,-15.278,28.188,9988,6707.495
II,SACV,14.97,-23.609,XK,Z03CK,-12.939,30.442,5665,6707.699
PM,PVAQ,37.404,-7.717,YQ,ILOM,-9.283,33.342,8151,6707.788
IU,PAB,39.545,-4.35,YQ,BAKO,-8.844,34.802,5005,6707.868
PM,PVAQ,37.404,-7.717,YQ,MZUN,-9.15,33.521,8261,6707.918
PM,PVAQ,37.404,-7.717,YQ,ITUM,-9.4,33.188,5038,6707.96
AF,KTWE,-12.814,28.209,PM,PVAQ,37.404,-7.717,10626,6708.419
6A,WP11,-18.078,13.885,IU,ANTO,39.868,32.793,2607,6708.447
ZP,MGOR,-6.828,37.67,IU,PAB,39.545,-4.35,3718,6709.196
ZP,MAKA,-8.846,34.83,IU,PAB,39.545,-4.35,1892,6709.782
II,SACV,14.97,-23.609,YY,MERT,10.876,38.266,4081,6709.82
ZP,CHAM,-10.95,31.069,PM,PVAQ,37.404,-7.717,1716,6710.364
II,SUR,-32.38,20.812,XW,HN01,17.961,55.921,3916,6710.389
XB,PS08,36.741,-4.643,IU,LSZ,-15.278,28.188,10043,6710.477
II,SACV,14.97,-23.609,XK,B02LT,-21.393,25.581,6149,6710.955
XB,PS52,37.004,-4.226,IU,LSZ,-15.278,28.188,10032,6711.552
IU,PAB,39.545,-4.35,YQ,MBHS,-9.431,33.985,7733,6711.789
6A,WP12,-17.865,13.028,IU,ANTO,39.868,32.793,2904,6712.537
XB,PS07,36.671,-4.799,IU,LSZ,-15.278,28.188,8525,6712.706
PM,PVAQ,37.404,-7.717,YQ,CHML,-8.826,34.028,8052,6713.289
ZP,CHIM,-8.826,34.028,PM,PVAQ,37.404,-7.717,3421,6713.289
II,RAYN,23.522,45.503,XA,SA05,-32.605,21.535,2079,6713.323
XB,PS42,36.528,-5.043,IU,LSZ,-15.278,28.188,10065,6713.356
XA,SA77,-20.756,30.919,IU,ANTO,39.868,32.793,2563,6713.762
II,SUR,-32.38,20.812,XW,SHA2,18.12,55.741,3949,6714.329
ZP,MIKU,-7.404,36.99,IU,PAB,39.545,-4.35,4554,6716.13
II,SACV,14.97,-23.609,XI,WELK,8.295,37.782,1221,6716.284
XB,PS23,37.56,-5.101,IU,TSUM,-19.202,17.584,2156,6717.63
XB,PS59,37.324,-3.8,IU,LSZ,-15.278,28.188,4037,6717.753
II,SACV,14.97,-23.609,NR,NE218,-20.563,26.218,13772,6718.046
ZP,KISH,-12.022,29.612,PM,PVAQ,37.404,-7.717,3960,6718.445
II,SUR,-32.38,20.812,XW,OMRN,18.445,55.303,1958,6718.591
ZP,KYLA,-9.599,33.867,IU,PAB,39.545,-4.35,3586,6720.16
II,SUR,-32.38,20.812,XI,RAYN,23.522,45.501,1034,6720.363
II,SUR,-32.38,20.812,II,RAYN,23.522,45.503,49951,6720.447
PM,PVAQ,37.404,-7.717,YQ,MATA,-8.959,33.969,8591,6720.997
XB,PS03,36.393,-5.415,IU,LSZ,-15.278,28.188,13871,6721.914
XB,PS58,37.264,-3.997,IU,LSZ,-15.278,28.188,7964,6722.686
XB,PS11,36.873,-4.68,IU,LSZ,-15.278,28.188,9966,6724.155
II,SACV,14.97,-23.609,XG,DYBR,37.823,40.319,2288,6724.196
ES,EOSO,28.072,-15.553,IU,LSZ,-15.278,28.188,58212,6725.142
XB,PS05,36.646,-5.094,IU,LSZ,-15.278,28.188,12397,6726.52
IU,PAB,39.545,-4.35,YQ,KIPE,-9.294,34.436,8404,6726.629
IU,ANTO,39.868,32.793,IU,TSUM,-19.202,17.584,28490,6727.194
AF,SKRH,-22.827,44.733,IU,KOWA,14.497,-4.014,7832,6727.673
6A,WP09,-19.109,12.591,IU,PAB,39.545,-4.35,6842,6727.752
IU,PAB,39.545,-4.35,YQ,UKWA,-9.454,34.216,8690,6727.933
PM,PVAQ,37.404,-7.717,YQ,NKAL,-9.188,33.774,8437,6728.092
GE,MALT,38.313,38.427,IU,TSUM,-19.202,17.584,13904,6728.798
XB,PS26,37.722,-4.963,IU,TSUM,-19.202,17.584,2156,6728.868
6A,WP28,-17.808,12.33,IU,ANTO,39.868,32.793,1672,6729.047
II,SACV,14.97,-23.609,XI,KR42,0.038,35.726,1672,6729.308
II,ABPO,-19.018,47.229,IU,KOWA,14.497,-4.014,16379,6729.375
XB,PS10,36.802,-4.904,IU,LSZ,-15.278,28.188,9911,6729.954
XB,PS45,36.306,-5.716,IU,LSZ,-15.278,28.188,9779,6730.985
II,SACV,14.97,-23.609,ZF,ADYE,13.635,38.981,2838,6731.276
PM,PVAQ,37.404,-7.717,YQ,GAWA,-8.765,34.386,5038,6732.04
II,SACV,14.97,-23.609,YJ,WOLE,8.534,37.982,1012,6732.09
II,SACV,14.97,-23.609,XK,Z04NN,-13.075,30.628,5566,6732.403
II,SACV,14.97,-23.609,NR,NE208,-21.946,25.447,11088,6732.439
II,SACV,14.97,-23.609,BX,KHWEE,-21.946,25.447,6534,6732.439
II,SACV,14.97,-23.609,1C,KAPD,1.185,36.105,2277,6732.981
XB,PS24,37.607,-5.403,IU,TSUM,-19.202,17.584,2156,6733.616
ZP,KAMZ,-14.795,24.804,IU,PAB,39.545,-4.35,1837,6733.648
6A,WP18,-19.175,15.884,PM,PVAQ,37.404,-7.717,7337,6733.816
ZP,IRIN,-7.762,35.686,PM,PVAQ,37.404,-7.717,4147,6733.991
XA,SA75,-20.86,28.999,IU,ANTO,39.868,32.793,2552,6734.009
XB,PS04,36.605,-5.323,IU,LSZ,-15.278,28.188,14036,6735.431
6A,WP22,-19.885,13.949,PM,PVAQ,37.404,-7.717,5357,6735.883
II,SACV,14.97,-23.609,NR,NE213,-25.476,22.857,16940,6737.488
PM,PVAQ,37.404,-7.717,YQ,ISOK,-9.509,33.494,6028,6737.798
XB,PS30,37.836,-4.904,IU,TSUM,-19.202,17.584,1628,6738.21
XB,PS15,37.141,-4.503,IU,LSZ,-15.278,28.188,9999,6738.462
IU,PAB,39.545,-4.35,YH,CHAL,-6.64,38.367,3938,6738.686
PM,PVAQ,37.404,-7.717,YQ,CRTR,-9.332,33.751,8195,6739.234
II,SACV,14.97,-23.609,1C,NATN,1.041,36.123,3168,6739.431
II,SACV,14.97,-23.609,1C,MOND,0.896,36.086,2277,6740.066
6A,WP21,-19.622,14.848,PM,PVAQ,37.404,-7.717,7876,6740.988
ZP,ISOK,-10.171,32.646,PM,PVAQ,37.404,-7.717,3960,6740.991
II,MSEY,-4.674,55.479,YF,ABSA,36.276,7.473,847,6741.262
6A,WP20,-18.687,14.946,IU,ANTO,39.868,32.793,3234,6741.902
II,SACV,14.97,-23.609,XI,HOSA,7.564,37.857,3410,6742.152
II,SACV,14.97,-23.609,XI,BARI,0.466,35.981,1375,6742.593
6A,WP26,-18.229,13.274,IU,ANTO,39.868,32.793,1529,6743.259
ZP,SHWG,-11.192,31.74,IU,PAB,39.545,-4.35,2530,6743.943
XB,PS51,36.973,-4.887,IU,LSZ,-15.278,28.188,9141,6744.138
XB,PS13,37.057,-4.75,IU,LSZ,-15.278,28.188,9669,6744.206
XV,MKVA,-14.137,50.061,IU,KOWA,14.497,-4.014,2618,6745.389
XG,DYBR,37.823,40.319,IU,TSUM,-19.202,17.584,4004,6745.977
XB,PS44,36.317,-5.989,IU,LSZ,-15.278,28.188,12232,6747.164
II,SACV,14.97,-23.609,XI,ARBA,6.067,37.556,3740,6747.938
II,SACV,14.97,-23.609,1C,SIL,1.149,36.238,1562,6748.304
XB,PS09,36.824,-5.232,IU,LSZ,-15.278,28.188,10032,6749.692
II,ASCN,-7.933,-14.36,7C,OBO2,11.985,43.291,1364,6749.905
II,SACV,14.97,-23.609,1C,NAUD,1.027,36.22,2981,6750.22
6A,WP20,-18.687,14.946,IU,PAB,39.545,-4.35,8041,6751.357
XG,KYPR,37.559,41.169,IU,TSUM,-19.202,17.584,3212,6751.476
XK,Z01TG,-12.296,29.995,IU,PAB,39.545,-4.35,7491,6751.603
II,SACV,14.97,-23.609,1C,NAK,0.77,36.165,2233,6752.487
II,SACV,14.97,-23.609,NR,NE212,-23.38,24.661,13200,6752.865
II,SACV,14.97,-23.609,BX,KDWAN,-23.38,24.661,6556,6752.865
XV,TANS,-18.918,47.551,IU,KOWA,14.497,-4.014,2464,6753.388
YL,GOCE,39.743,34.348,IU,TSUM,-19.202,17.584,7161,6753.781
XB,PS21,37.345,-4.456,IU,LSZ,-15.278,28.188,9977,6754.109
II,SACV,14.97,-23.609,ZP,SHWG,-11.192,31.74,847,6754.303
II,SACV,14.97,-23.609,XG,MRDN,37.29,40.7,3124,6754.366
II,SACV,14.97,-23.609,ZP,MPIK,-11.821,31.452,946,6754.494
YI,AAIR,-9.955,33.896,IU,PAB,39.545,-4.35,737,6754.812
ZP,NJOM,-9.366,34.791,IU,PAB,39.545,-4.35,5258,6754.998
ZP,MAFI,-8.306,35.313,PM,PVAQ,37.404,-7.717,4213,6755.207
XA,SA71,-20.926,27.141,IU,ANTO,39.868,32.793,2046,6755.355
II,SACV,14.97,-23.609,ZF,SEKE,12.622,39.033,2838,6756.202
PM,PVAQ,37.404,-7.717,YQ,MAKE,-9.265,34.097,8679,6756.414
II,SACV,14.97,-23.609,XG,BNGL,38.92,40.597,3058,6756.551
XB,PS06,36.731,-5.514,IU,LSZ,-15.278,28.188,10032,6756.949
6A,WP23,-19.124,13.614,IU,PAB,39.545,-4.35,5665,6758.003
II,SACV,14.97,-23.609,1C,KTG,0.902,36.257,1089,6758.113
6A,WP13,-18.16,12.558,IU,ANTO,39.868,32.793,3300,6758.706
II,SUR,-32.38,20.812,XW,NIMR,18.541,55.838,4125,6758.738
II,SUR,-32.38,20.812,XW,SAWQ,18.162,56.431,3927,6759.157
II,SACV,14.97,-23.609,1C,AKWI,1.037,36.31,2354,6759.508
II,SACV,14.97,-23.609,1C,NASO,1.172,36.359,1199,6760.497
XB,PS18,37.25,-4.738,IU,LSZ,-15.278,28.188,10010,6760.663
IU,PAB,39.545,-4.35,YQ,KIDE,-9.274,35.021,5016,6760.738
II,SACV,14.97,-23.609,1C,MNP,-0.218,35.947,4125,6761.183
II,SACV,14.97,-23.609,1C,DIGR,-0.096,35.985,1408,6761.229
II,SACV,14.97,-23.609,XK,Z05CS,-13.167,30.878,5654,6761.246
IU,PAB,39.545,-4.35,YH,IFAK,-8.14,36.683,2838,6762.395
IU,PAB,39.545,-4.35,YQ,TOLA,-9.592,34.584,5016,6763.059
II,SACV,14.97,-23.609,ZF,GASE,11.681,38.921,1166,6763.16
